1, 0.003472
1, 0.003051
1, 0.002833
1, 0.002621
1, 0.002806
1, 0.002627
1, 0.002807
1, 0.002619
1, 0.002820
1, 0.002632
1, 0.002738
1, 0.002735
1, 0.003115
1, 0.003386
1, 0.002933
1, 0.002751
1, 0.002845
1, 0.002707
1, 0.002809
1, 0.002772
1, 0.003051
1, 0.003033
1, 0.002882
1, 0.002644
1, 0.002753
1, 0.002951
1, 0.002812
1, 0.002756
1, 0.002790
1, 0.002799
1, 0.002680
1, 0.002835
1, 0.003089
1, 0.002803
1, 0.002737
1, 0.002880
1, 0.002719
1, 0.003068
1, 0.003586
1, 0.003141
1, 0.002876
1, 0.002747
1, 0.002940
1, 0.003383
1, 0.003066
1, 0.002690
1, 0.002802
1, 0.002623
1, 0.002755
1, 0.002684
1, 0.002718
1, 0.002767
1, 0.002631
1, 0.002788
1, 0.002622
1, 0.002813
1, 0.002620
1, 0.002801
1, 0.002691
1, 0.002897
1, 0.002622
1, 0.002938
1, 0.002733
1, 0.002796
1, 0.002623
1, 0.003563
1, 0.004682
1, 0.003597
1, 0.003213
1, 0.002746
1, 0.002815
1, 0.002764
1, 0.002919
1, 0.002620
1, 0.002757
1, 0.002663
1, 0.002724
1, 0.002857
1, 0.002771
1, 0.002728
1, 0.002706
1, 0.002798
1, 0.002619
1, 0.002867
1, 0.002618
1, 0.002821
1, 0.002619
1, 0.002938
1, 0.002622
1, 0.002839
1, 0.002644
1, 0.002804
1, 0.002643
1, 0.002831
1, 0.002684
1, 0.002703
1, 0.002734
1, 0.002620
1, 0.002817
1, 0.002726
1, 0.002820
1, 0.002776
1, 0.002852
1, 0.002619
1, 0.002821
1, 0.002760
1, 0.003248
1, 0.003278
1, 0.002880
1, 0.002621
1, 0.003377
1, 0.003219
1, 0.002789
1, 0.002823
1, 0.002819
1, 0.002622
1, 0.002869
1, 0.002640
1, 0.002816
1, 0.002621
1, 0.002865
1, 0.002622
1, 0.002814
1, 0.002662
1, 0.002794
1, 0.002705
1, 0.002754
1, 0.002696
1, 0.002711
1, 0.002728
1, 0.002641
1, 0.002784
1, 0.002631
1, 0.002816
1, 0.002636
1, 0.002810
1, 0.002618
1, 0.002816
1, 0.002621
1, 0.002797
1, 0.002619
1, 0.002744
1, 0.002671
1, 0.002713
1, 0.002760
1, 0.002653
1, 0.002790
1, 0.002666
1, 0.002806
1, 0.002643
1, 0.002815
1, 0.002619
1, 0.002815
1, 0.002622
1, 0.002813
1, 0.002620
1, 0.002781
1, 0.002658
1, 0.002714
1, 0.002702
1, 0.002686
1, 0.002744
1, 0.002619
1, 0.002806
1, 0.002622
1, 0.002813
1, 0.002641
1, 0.002822
1, 0.002620
1, 0.002817
1, 0.002619
1, 0.002788
1, 0.002710
1, 0.002742
1, 0.002688
1, 0.002781
1, 0.003423
1, 0.003110
1, 0.002705
1, 0.002758
1, 0.002685
1, 0.002704
1, 0.002736
1, 0.002655
1, 0.002795
1, 0.002642
1, 0.002819
1, 0.002637
1, 0.002818
1, 0.002643
1, 0.002852
1, 0.002624
1, 0.002817
1, 0.002619
1, 0.002791
1, 0.002650
1, 0.003278
1, 0.004836
1, 0.003637
1, 0.003253
1, 0.002799
1, 0.002805
1, 0.002647
1, 0.002755
1, 0.002735
1, 0.002713
1, 0.002722
1, 0.002619
1, 0.002815
1, 0.002620
1, 0.002816
1, 0.002721
1, 0.002811
1, 0.002674
1, 0.002803
1, 0.002668
1, 0.002872
1, 0.002626
1, 0.002791
1, 0.002640
1, 0.002801
1, 0.002725
1, 0.002715
1, 0.002714
1, 0.002635
1, 0.002804
1, 0.002620
1, 0.002816
1, 0.002623
1, 0.002817
1, 0.002620
1, 0.002821
1, 0.002620
1, 0.002821
1, 0.002619
1, 0.002787
1, 0.002669
1, 0.002724
1, 0.002711
1, 0.002678
1, 0.002757
1, 0.002619
1, 0.002816
1, 0.002620
1, 0.002873
1, 0.002619
1, 0.002874
1, 0.002619
1, 0.003133
1, 0.003285
1, 0.002949
1, 0.002623
1, 0.002811
1, 0.002641
1, 0.002802
1, 0.002632
1, 0.002805
1, 0.002654
1, 0.002774
1, 0.002680
1, 0.002731
1, 0.002726
1, 0.002621
1, 0.002812
1, 0.002620
1, 0.002823
1, 0.002643
1, 0.002810
1, 0.002620
1, 0.002809
1, 0.002622
1, 0.002809
1, 0.002620
1, 0.002767
1, 0.002672
1, 0.002737
1, 0.002699
1, 0.002674
1, 0.002801
1, 0.002693
1, 0.002804
1, 0.002624
1, 0.002804
1, 0.002620
1, 0.002803
1, 0.002622
1, 0.002814
1, 0.002638
1, 0.002798
1, 0.002642
1, 0.002747
1, 0.002698
1, 0.002703
1, 0.002728
1, 0.002680
1, 0.002802
1, 0.002619
1, 0.002800
1, 0.002621
1, 0.002808
1, 0.002652
1, 0.002820
1, 0.002644
1, 0.002807
1, 0.002643
1, 0.002770
1, 0.002667
1, 0.002738
1, 0.002733
1, 0.002696
1, 0.002739
1, 0.002643
1, 0.002815
1, 0.002649
1, 0.002811
1, 0.002620
1, 0.002826
1, 0.002620
1, 0.002821
1, 0.002674
1, 0.002810
1, 0.002642
1, 0.002762
1, 0.002672
1, 0.002758
1, 0.002716
1, 0.002643
1, 0.002790
1, 0.002642
1, 0.002806
1, 0.002622
1, 0.002806
1, 0.002625
1, 0.002822
1, 0.002620
1, 0.002804
1, 0.002696
1, 0.002823
1, 0.002731
1, 0.002801
1, 0.002738
1, 0.002775
1, 0.002831
1, 0.002819
1, 0.002779
1, 0.002728
1, 0.002829
1, 0.002693
1, 0.002835
1, 0.002713
1, 0.002854
1, 0.002712
1, 0.002845
1, 0.003058
1, 0.002944
1, 0.002726
1, 0.002834
1, 0.002633
1, 0.002812
1, 0.002635
1, 0.002821
1, 0.002621
1, 0.002803
1, 0.002649
1, 0.002748
1, 0.002687
1, 0.002702
1, 0.002737
1, 0.002689
1, 0.002822
1, 0.002623
1, 0.002825
